customer_id,customer_name,email,phone,preferred_categories,budget_level,city,registered_at,gender,age_group
450,Khách hàng 450,customer450@email.com,956135950,Áo sơ mi|Vest|Váy công sở,medium,Hà Nội,2021-02-17,Nam,36-45
451,Khách hàng 451,customer451@email.com,912185246,Quần tây,medium,Hà Nội,2021-06-11,Nữ,26-35
452,Khách hàng 452,customer452@email.com,937154689,Áo cưới|Áo dài,medium,TP.HCM,2022-10-28,Nữ,36-45
453,Khách hàng 453,customer453@email.com,997857309,Vest|Đầm dạ hội,low,Đà Nẵng,2021-09-14,Nam,36-45
454,Khách hàng 454,customer454@email.com,997095388,Đầm dạ hội,high,TP.HCM,2021-02-23,Nam,46-55
455,Khách hàng 455,customer455@email.com,941426254,Quần tây|Đầm dạ hội,high,Huế,2022-11-03,Nữ,46-55
456,Khách hàng 456,customer456@email.com,910145801,Quần tây,low,TP.HCM,2022-05-04,Nam,26-35
457,Khách hàng 457,customer457@email.com,940358823,Vest,high,Cần Thơ,2022-11-28,Nam,18-25
458,Khách hàng 458,customer458@email.com,956113741,Áo dài|Váy công sở,high,Hà Nội,2022-03-09,Nữ,18-25
459,Khách hàng 459,customer459@email.com,961414775,Vest|Áo cưới|Áo dài,low,Hà Nội,2021-04-15,Nam,18-25
460,Khách hàng 460,customer460@email.com,950165370,Đầm dạ hội,medium,TP.HCM,2022-01-27,Nam,36-45
461,Khách hàng 461,customer461@email.com,929173414,Quần tây,high,Hà Nội,2022-06-28,Nữ,55+
462,Khách hàng 462,customer462@email.com,957135617,Áo dài|Áo sơ mi|Vest,medium,TP.HCM,2022-10-06,Nam,36-45
463,Khách hàng 463,customer463@email.com,969375757,Vest|Áo cưới|Áo sơ mi,high,TP.HCM,2021-03-30,Nữ,18-25
464,Khách hàng 464,customer464@email.com,989131271,Vest,low,Huế,2021-12-26,Nữ,26-35
465,Khách hàng 465,customer465@email.com,947173969,Đầm dạ hội|Vest,low,Hà Nội,2021-09-12,Nam,46-55
466,Khách hàng 466,customer466@email.com,913600310,Áo sơ mi|Váy công sở|Quần tây,medium,Đà Nẵng,2021-07-30,Nam,55+
467,Khách hàng 467,customer467@email.com,962579931,Áo sơ mi|Váy công sở|Vest,high,Đà Nẵng,2022-10-24,Nữ,36-45
468,Khách hàng 468,customer468@email.com,976422705,Váy công sở,low,Huế,2021-04-26,Nữ,18-25
469,Khách hàng 469,customer469@email.com,989715904,Áo cưới,high,Hà Nội,2022-06-25,Nam,18-25
470,Khách hàng 470,customer470@email.com,927714442,Đầm dạ hội,medium,Huế,2022-08-06,Nữ,26-35
471,Khách hàng 471,customer471@email.com,933188838,Đầm dạ hội|Áo sơ mi,high,Huế,2021-03-16,Nữ,46-55
472,Khách hàng 472,customer472@email.com,911851322,Áo sơ mi,low,Đà Nẵng,2021-08-09,Nam,55+
473,Khách hàng 473,customer473@email.com,977996124,Áo dài,medium,Đà Nẵng,2022-10-06,Nam,26-35
474,Khách hàng 474,customer474@email.com,963992760,Áo sơ mi|Áo cưới|Quần tây,high,Hà Nội,2022-10-18,Nữ,26-35
475,Khách hàng 475,customer475@email.com,921220209,Áo sơ mi|Váy công sở|Vest,medium,Đà Nẵng,2021-03-22,Nữ,36-45
476,Khách hàng 476,customer476@email.com,962443094,Vest|Váy công sở|Áo sơ mi,medium,Cần Thơ,2022-10-12,Nữ,36-45
477,Khách hàng 477,customer477@email.com,968718382,Quần tây|Váy công sở|Áo dài,medium,TP.HCM,2021-03-01,Nữ,26-35
478,Khách hàng 478,customer478@email.com,925567455,Áo dài,medium,Huế,2022-09-19,Nữ,36-45
479,Khách hàng 479,customer479@email.com,911699863,Áo dài|Đầm dạ hội|Vest,low,TP.HCM,2022-12-20,Nữ,26-35
480,Khách hàng 480,customer480@email.com,956533974,Vest,medium,Cần Thơ,2022-06-14,Nữ,26-35
481,Khách hàng 481,customer481@email.com,946072958,Đầm dạ hội|Vest|Váy công sở,low,Hà Nội,2021-01-31,Nữ,26-35
482,Khách hàng 482,customer482@email.com,980310522,Váy công sở|Áo cưới,medium,Hà Nội,2021-09-27,Nam,26-35
483,Khách hàng 483,customer483@email.com,971095611,Áo sơ mi|Quần tây|Áo dài,medium,Cần Thơ,2022-01-04,Nam,18-25
484,Khách hàng 484,customer484@email.com,932398441,Áo cưới,high,Đà Nẵng,2021-06-11,Nam,55+
485,Khách hàng 485,customer485@email.com,925479814,Váy công sở|Áo dài,high,TP.HCM,2022-06-06,Nam,46-55
486,Khách hàng 486,customer486@email.com,942823140,Áo dài,low,Hà Nội,2022-04-29,Nữ,26-35
487,Khách hàng 487,customer487@email.com,914746418,Áo cưới|Vest,low,Cần Thơ,2022-11-03,Nữ,26-35
488,Khách hàng 488,customer488@email.com,965869014,Vest|Đầm dạ hội,low,Đà Nẵng,2021-10-05,Nữ,36-45
489,Khách hàng 489,customer489@email.com,926025721,Áo sơ mi,medium,Cần Thơ,2022-11-21,Nữ,18-25
490,Khách hàng 490,customer490@email.com,979226031,Vest,low,Hà Nội,2022-02-15,Nữ,36-45
491,Khách hàng 491,customer491@email.com,951701149,Áo cưới,medium,Đà Nẵng,2021-03-30,Nữ,46-55
492,Khách hàng 492,customer492@email.com,949137230,Áo cưới|Áo dài|Đầm dạ hội,low,Cần Thơ,2021-11-08,Nữ,36-45
493,Khách hàng 493,customer493@email.com,989415412,Áo sơ mi|Vest|Áo cưới,medium,Huế,2021-07-20,Nữ,36-45
494,Khách hàng 494,customer494@email.com,965034115,Áo sơ mi|Vest|Quần tây,low,Hà Nội,2021-08-27,Nam,26-35
495,Khách hàng 495,customer495@email.com,910196231,Đầm dạ hội|Quần tây|Áo dài,medium,Huế,2021-11-11,Nữ,55+
496,Khách hàng 496,customer496@email.com,941966313,Vest,high,Huế,2022-05-19,Nữ,18-25
497,Khách hàng 497,customer497@email.com,947557512,Vest,high,Hà Nội,2021-02-14,Nữ,55+
498,Khách hàng 498,customer498@email.com,965439545,Váy công sở,high,Đà Nẵng,2022-04-15,Nữ,36-45
499,Khách hàng 499,customer499@email.com,927919925,Áo dài|Áo sơ mi|Váy công sở,high,Huế,2021-03-18,Nam,26-35
500,Khách hàng 500,customer500@email.com,927543369,Áo sơ mi|Áo dài|Áo cưới,high,TP.HCM,2021-10-26,Nữ,46-55
501,Khách hàng 501,customer501@email.com,0948352498,Đồ thể thao|Áo khoác,low,TP.HCM,2024-01-05,Nam,26-35
502,Khách hàng 502,customer502@email.com,0916072331,Váy công sở|Quần tây,low,Đà Nẵng,2023-04-01,Nữ,26-35
503,Khách hàng 503,customer503@email.com,0983800569,Chân váy|Áo khoác,high,Huế,2022-07-27,Nữ,18-25
504,Khách hàng 504,customer504@email.com,0960089832,Váy công sở,medium,Hà Nội,2022-11-26,Nam,36-45
505,Khách hàng 505,customer505@email.com,0916080513,Chân váy|Áo dài,low,Hà Nội,2021-03-21,Nữ,26-35
506,Khách hàng 506,customer506@email.com,0992284610,Chân váy|Đầm dạ hội|Quần tây,low,Buôn Ma Thuột,2022-10-15,Nữ,26-35
507,Khách hàng 507,customer507@email.com,0981449442,Chân váy|Đồ thể thao,medium,Hà Nội,2023-10-01,Nữ,26-35
508,Khách hàng 508,customer508@email.com,0994457912,Vest|Váy công sở|Áo sơ mi,medium,Hà Nội,2021-02-24,Nữ,55+
509,Khách hàng 509,customer509@email.com,0988319168,Đồ thể thao|Áo cưới|Áo dài,low,Huế,2023-09-11,Nữ,46-55
510,Khách hàng 510,customer510@email.com,0914237322,Áo cưới,high,TP.HCM,2024-03-18,Nam,26-35
511,Khách hàng 511,customer511@email.com,0937365878,Váy công sở,medium,Huế,2023-04-21,Nữ,46-55
512,Khách hàng 512,customer512@email.com,0985280948,Áo dài|Đầm dạ hội|Áo cưới,high,Đà Nẵng,2022-10-28,Nữ,55+
513,Khách hàng 513,customer513@email.com,0983319550,Chân váy|Quần tây,medium,Biên Hòa,2022-12-27,Nữ,46-55
514,Khách hàng 514,customer514@email.com,0935805259,Đồ thể thao|Áo khoác,low,Hà Nội,2022-05-20,Nữ,55+
515,Khách hàng 515,customer515@email.com,0952552488,Áo cưới|Áo khoác,medium,Vũng Tàu,2023-09-10,Nữ,26-35
516,Khách hàng 516,customer516@email.com,0982905845,Đồ thể thao,high,Hà Nội,2023-02-17,Nam,36-45
517,Khách hàng 517,customer517@email.com,0915646068,Áo sơ mi,high,TP.HCM,2022-08-13,Nữ,36-45
518,Khách hàng 518,customer518@email.com,0982286705,Áo khoác|Áo cưới|Chân váy,high,Cần Thơ,2022-07-10,Nam,36-45
519,Khách hàng 519,customer519@email.com,0999903592,Áo cưới|Đồ thể thao|Áo dài,low,TP.HCM,2023-12-24,Nam,26-35
520,Khách hàng 520,customer520@email.com,0910695441,Vest|Đầm dạ hội,high,TP.HCM,2024-02-02,Nữ,46-55
521,Khách hàng 521,customer521@email.com,0948553376,Áo khoác|Áo cưới,low,TP.HCM,2022-10-20,Nữ,36-45
522,Khách hàng 522,customer522@email.com,0915006085,Chân váy,medium,Nha Trang,2021-12-25,Nữ,18-25
523,Khách hàng 523,customer523@email.com,0948851599,Áo khoác|Đầm dạ hội,low,Đà Nẵng,2021-03-18,Nam,55+
524,Khách hàng 524,customer524@email.com,0980372842,Áo khoác|Chân váy,high,TP.HCM,2023-10-09,Nữ,26-35
525,Khách hàng 525,customer525@email.com,0931809610,Quần tây,medium,Cần Thơ,2023-07-29,Nam,26-35
526,Khách hàng 526,customer526@email.com,0933554528,Đồ thể thao|Áo cưới,high,Biên Hòa,2024-06-05,Nữ,26-35
527,Khách hàng 527,customer527@email.com,0999826000,Váy công sở,low,TP.HCM,2021-07-15,Nam,26-35
528,Khách hàng 528,customer528@email.com,0969959826,Váy công sở|Áo cưới,high,Hà Nội,2022-07-01,Nữ,18-25
529,Khách hàng 529,customer529@email.com,0999628735,Quần tây|Áo cưới|Áo dài,medium,TP.HCM,2021-08-31,Nữ,55+
530,Khách hàng 530,customer530@email.com,0959330907,Áo sơ mi|Vest|Đồ thể thao,low,Vũng Tàu,2024-06-12,Nữ,26-35
531,Khách hàng 531,customer531@email.com,0982144402,Quần tây|Váy công sở|Áo khoác,high,Hải Phòng,2024-09-22,Nữ,36-45
532,Khách hàng 532,customer532@email.com,0969961498,Chân váy,medium,TP.HCM,2023-12-18,Nữ,18-25
533,Khách hàng 533,customer533@email.com,0932083803,Chân váy|Áo cưới|Đầm dạ hội,high,Hà Nội,2022-11-03,Nữ,36-45
534,Khách hàng 534,customer534@email.com,0969791674,Vest|Chân váy,medium,Đà Nẵng,2021-04-24,Nữ,18-25
535,Khách hàng 535,customer535@email.com,0963143336,Áo sơ mi|Áo dài,high,Hải Phòng,2022-06-06,Nữ,18-25
536,Khách hàng 536,customer536@email.com,0918087373,Vest|Chân váy,high,Đà Nẵng,2021-05-22,Nam,18-25
537,Khách hàng 537,customer537@email.com,0960259293,Váy công sở,medium,Vũng Tàu,2023-02-23,Nữ,18-25
538,Khách hàng 538,customer538@email.com,0925922674,Chân váy|Đầm dạ hội|Quần tây,high,Hà Nội,2022-01-01,Nam,55+
539,Khách hàng 539,customer539@email.com,0950045602,Áo dài,medium,Đà Nẵng,2023-08-07,Nữ,46-55
540,Khách hàng 540,customer540@email.com,0956460773,Áo khoác,low,Vũng Tàu,2021-11-14,Nữ,18-25
541,Khách hàng 541,customer541@email.com,0937659807,Váy công sở|Áo dài|Áo cưới,low,TP.HCM,2021-05-18,Nữ,36-45
542,Khách hàng 542,customer542@email.com,0915937353,Áo cưới,medium,Đà Nẵng,2023-04-04,Nữ,36-45
543,Khách hàng 543,customer543@email.com,0948824283,Chân váy,high,Hải Phòng,2022-04-25,Nam,36-45
544,Khách hàng 544,customer544@email.com,0929228089,Quần tây|Áo cưới|Áo sơ mi,medium,Hà Nội,2024-09-14,Nam,36-45
545,Khách hàng 545,customer545@email.com,0916292676,Đầm dạ hội|Váy công sở|Áo khoác,high,Cần Thơ,2022-12-07,Nữ,26-35
546,Khách hàng 546,customer546@email.com,0950250352,Váy công sở|Đầm dạ hội,low,Đà Nẵng,2023-02-10,Nam,26-35
547,Khách hàng 547,customer547@email.com,0985482164,Đầm dạ hội|Áo khoác|Áo dài,high,Đà Nẵng,2023-04-26,Nam,26-35
548,Khách hàng 548,customer548@email.com,0996799390,Quần tây,high,Nha Trang,2021-06-11,Nam,36-45
549,Khách hàng 549,customer549@email.com,0946032304,Áo dài,medium,Huế,2023-02-12,Nữ,18-25
550,Khách hàng 550,customer550@email.com,0938036618,Chân váy|Áo cưới|Áo khoác,medium,Biên Hòa,2022-11-13,Nam,18-25
551,Khách hàng 551,customer551@email.com,0991121400,Vest|Áo khoác|Áo cưới,low,Vũng Tàu,2024-12-12,Nữ,36-45
552,Khách hàng 552,customer552@email.com,0997069904,Áo khoác|Chân váy,medium,Hà Nội,2023-01-06,Nữ,26-35
553,Khách hàng 553,customer553@email.com,0959755172,Áo khoác|Quần tây|Áo cưới,medium,Đà Nẵng,2022-10-03,Nam,18-25
554,Khách hàng 554,customer554@email.com,0949620038,Chân váy|Váy công sở,low,TP.HCM,2021-11-09,Nữ,26-35
555,Khách hàng 555,customer555@email.com,0996126771,Quần tây|Áo sơ mi|Áo khoác,medium,Hải Phòng,2023-10-02,Nữ,18-25
556,Khách hàng 556,customer556@email.com,0980322629,Áo khoác|Đầm dạ hội|Áo dài,high,TP.HCM,2021-03-11,Nữ,18-25
557,Khách hàng 557,customer557@email.com,0928453800,Váy công sở,low,Cần Thơ,2024-07-15,Nam,26-35
558,Khách hàng 558,customer558@email.com,0998487646,Áo dài|Áo khoác,low,Đà Nẵng,2023-09-27,Nữ,18-25
559,Khách hàng 559,customer559@email.com,0912300840,Áo sơ mi|Chân váy|Đồ thể thao,high,Cần Thơ,2023-10-26,Nữ,46-55
560,Khách hàng 560,customer560@email.com,0980381817,Vest,low,Huế,2021-11-01,Nam,26-35
561,Khách hàng 561,customer561@email.com,0964496076,Vest|Quần tây,medium,Buôn Ma Thuột,2023-07-30,Nam,36-45
562,Khách hàng 562,customer562@email.com,0922549425,Áo dài,medium,Đà Nẵng,2023-04-11,Nam,18-25
563,Khách hàng 563,customer563@email.com,0977089857,Vest,medium,Hà Nội,2023-06-08,Nữ,55+
564,Khách hàng 564,customer564@email.com,0986072480,Áo dài|Áo cưới|Chân váy,low,Vũng Tàu,2023-09-01,Nữ,26-35
565,Khách hàng 565,customer565@email.com,0952209421,Đồ thể thao|Áo dài|Đầm dạ hội,high,Huế,2021-02-02,Nữ,36-45
566,Khách hàng 566,customer566@email.com,0931803703,Vest|Áo sơ mi,low,Nha Trang,2024-02-29,Nữ,46-55
567,Khách hàng 567,customer567@email.com,0920526386,Váy công sở|Đầm dạ hội,medium,Hà Nội,2023-10-23,Nam,26-35
568,Khách hàng 568,customer568@email.com,0991224373,Quần tây,high,Hà Nội,2024-06-11,Nữ,18-25
569,Khách hàng 569,customer569@email.com,0940620216,Áo khoác|Đồ thể thao,medium,Hà Nội,2022-12-30,Nam,36-45
570,Khách hàng 570,customer570@email.com,0943077929,Vest|Áo sơ mi,low,Hà Nội,2024-12-31,Nữ,36-45
571,Khách hàng 571,customer571@email.com,0952503832,Váy công sở,low,TP.HCM,2023-01-09,Nam,26-35
572,Khách hàng 572,customer572@email.com,0921716836,Vest|Đầm dạ hội,medium,Đà Nẵng,2022-01-19,Nữ,18-25
573,Khách hàng 573,customer573@email.com,0984386123,Quần tây,medium,Hải Phòng,2021-07-10,Nữ,18-25
574,Khách hàng 574,customer574@email.com,0985099723,Váy công sở|Vest,medium,TP.HCM,2022-05-13,Nữ,18-25
575,Khách hàng 575,customer575@email.com,0929587040,Áo sơ mi|Áo khoác,low,Hà Nội,2021-05-10,Nam,36-45
576,Khách hàng 576,customer576@email.com,0993890601,Áo sơ mi|Áo cưới,medium,TP.HCM,2023-10-13,Nam,26-35
577,Khách hàng 577,customer577@email.com,0954230340,Quần tây|Váy công sở,medium,Nha Trang,2023-06-21,Nữ,55+
578,Khách hàng 578,customer578@email.com,0953038948,Áo sơ mi,high,TP.HCM,2024-05-20,Nam,55+
579,Khách hàng 579,customer579@email.com,0987293208,Áo sơ mi|Áo khoác,medium,Hà Nội,2022-05-12,Nữ,26-35
580,Khách hàng 580,customer580@email.com,0983833059,Áo cưới|Chân váy|Đầm dạ hội,high,Đà Nẵng,2021-02-25,Nữ,26-35
581,Khách hàng 581,customer581@email.com,0977015343,Vest|Váy công sở,medium,TP.HCM,2021-10-13,Nữ,36-45
582,Khách hàng 582,customer582@email.com,0990253323,Vest|Áo khoác,medium,Đà Nẵng,2023-09-09,Nữ,46-55
583,Khách hàng 583,customer583@email.com,0958255231,Chân váy|Áo dài,high,Đà Nẵng,2024-12-07,Nữ,18-25
584,Khách hàng 584,customer584@email.com,0932325574,Quần tây,medium,Đà Nẵng,2024-08-18,Nữ,36-45
585,Khách hàng 585,customer585@email.com,0911415698,Váy công sở|Vest,low,Đà Nẵng,2021-07-21,Nữ,36-45
586,Khách hàng 586,customer586@email.com,0962497139,Áo cưới|Áo khoác|Quần tây,high,Huế,2023-08-07,Nữ,26-35
587,Khách hàng 587,customer587@email.com,0924032377,Áo khoác,medium,Buôn Ma Thuột,2022-08-29,Nam,55+
588,Khách hàng 588,customer588@email.com,0951861213,Quần tây,medium,TP.HCM,2022-12-04,Nữ,26-35
589,Khách hàng 589,customer589@email.com,0919015987,Áo khoác|Quần tây,low,Cần Thơ,2022-09-07,Nam,26-35
590,Khách hàng 590,customer590@email.com,0942737441,Đầm dạ hội,low,TP.HCM,2023-11-23,Nữ,55+
591,Khách hàng 591,customer591@email.com,0994524999,Váy công sở,low,Cần Thơ,2022-01-13,Nữ,36-45
592,Khách hàng 592,customer592@email.com,0989484162,Áo khoác,medium,Cần Thơ,2023-05-30,Nam,36-45
593,Khách hàng 593,customer593@email.com,0923656928,Đồ thể thao,low,Hà Nội,2024-01-05,Nữ,26-35
594,Khách hàng 594,customer594@email.com,0990124068,Chân váy|Quần tây,medium,Huế,2023-03-07,Nam,46-55
595,Khách hàng 595,customer595@email.com,0927978165,Đầm dạ hội|Áo sơ mi|Vest,low,Hà Nội,2022-10-04,Nam,36-45
596,Khách hàng 596,customer596@email.com,0987149161,Váy công sở|Đồ thể thao|Đầm dạ hội,medium,Đà Nẵng,2023-02-25,Nữ,46-55
597,Khách hàng 597,customer597@email.com,0932396311,Chân váy,low,TP.HCM,2023-09-30,Nữ,36-45
598,Khách hàng 598,customer598@email.com,0928325379,Áo dài|Áo khoác,high,Buôn Ma Thuột,2022-02-04,Nữ,26-35
599,Khách hàng 599,customer599@email.com,0975592138,Áo khoác|Váy công sở|Đồ thể thao,low,TP.HCM,2021-12-09,Nữ,26-35
600,Khách hàng 600,customer600@email.com,0948744673,Áo cưới|Chân váy,high,Đà Nẵng,2021-12-11,Nữ,26-35
601,Khách hàng 601,customer601@email.com,0982894477,Vest|Đồ thể thao|Áo sơ mi,medium,Hải Phòng,2023-01-22,Nữ,26-35
602,Khách hàng 602,customer602@email.com,0923746101,Váy công sở,high,Hà Nội,2024-08-31,Nữ,26-35
603,Khách hàng 603,customer603@email.com,0925755285,Vest|Áo khoác,low,Hải Phòng,2022-05-01,Nữ,46-55
604,Khách hàng 604,customer604@email.com,0937732020,Váy công sở|Đầm dạ hội|Chân váy,high,Huế,2022-02-28,Nữ,36-45
605,Khách hàng 605,customer605@email.com,0949276764,Quần tây,medium,Vũng Tàu,2022-08-16,Nữ,46-55
606,Khách hàng 606,customer606@email.com,0965243509,Đầm dạ hội,high,Biên Hòa,2021-05-02,Nam,46-55
607,Khách hàng 607,customer607@email.com,0953231088,Đầm dạ hội,high,Cần Thơ,2022-05-22,Nữ,36-45
608,Khách hàng 608,customer608@email.com,0970665302,Váy công sở|Đồ thể thao,medium,Biên Hòa,2021-06-04,Nam,26-35
609,Khách hàng 609,customer609@email.com,0975504221,Quần tây|Áo khoác,medium,Biên Hòa,2022-11-02,Nữ,18-25
610,Khách hàng 610,customer610@email.com,0981729237,Quần tây|Vest,low,Hà Nội,2023-03-26,Nam,26-35
611,Khách hàng 611,customer611@email.com,0987568940,Quần tây|Chân váy,medium,Đà Nẵng,2021-09-25,Nam,36-45
612,Khách hàng 612,customer612@email.com,0923364695,Áo dài,high,Đà Nẵng,2024-07-06,Nam,46-55
613,Khách hàng 613,customer613@email.com,0967418250,Áo khoác|Áo dài,high,Biên Hòa,2022-02-19,Nữ,26-35
614,Khách hàng 614,customer614@email.com,0943606680,Vest|Quần tây,medium,Biên Hòa,2021-06-18,Nam,26-35
615,Khách hàng 615,customer615@email.com,0997977738,Áo cưới|Váy công sở,medium,TP.HCM,2021-07-06,Nữ,18-25
616,Khách hàng 616,customer616@email.com,0969735865,Chân váy,low,Hà Nội,2021-01-20,Nam,46-55
617,Khách hàng 617,customer617@email.com,0940728728,Đầm dạ hội|Áo khoác|Vest,low,Nha Trang,2023-02-24,Nam,26-35
618,Khách hàng 618,customer618@email.com,0927870584,Đầm dạ hội|Váy công sở,high,TP.HCM,2024-08-06,Nữ,18-25
619,Khách hàng 619,customer619@email.com,0938595818,Đầm dạ hội|Áo khoác|Quần tây,medium,Vũng Tàu,2024-07-10,Nữ,26-35
620,Khách hàng 620,customer620@email.com,0923484199,Vest,high,Huế,2021-10-14,Nữ,55+
621,Khách hàng 621,customer621@email.com,0947173969,Đầm dạ hội|Áo cưới,low,Đà Nẵng,2024-08-13,Nữ,36-45
622,Khách hàng 622,customer622@email.com,0979491111,Áo dài|Áo sơ mi|Áo cưới,medium,Hải Phòng,2024-05-27,Nam,18-25
623,Khách hàng 623,customer623@email.com,0961792685,Áo khoác,low,Huế,2021-08-19,Nam,46-55
624,Khách hàng 624,customer624@email.com,0952476240,Quần tây,medium,Nha Trang,2021-09-28,Nữ,26-35
625,Khách hàng 625,customer625@email.com,0919796799,Áo khoác,medium,TP.HCM,2021-02-04,Nam,55+
626,Khách hàng 626,customer626@email.com,0994365330,Chân váy|Áo sơ mi,medium,Hà Nội,2024-12-30,Nữ,18-25
627,Khách hàng 627,customer627@email.com,0921220209,Chân váy|Đầm dạ hội|Áo sơ mi,low,Vũng Tàu,2022-09-27,Nữ,18-25
628,Khách hàng 628,customer628@email.com,0951630244,Váy công sở|Vest,medium,Vũng Tàu,2024-12-01,Nam,26-35
629,Khách hàng 629,customer629@email.com,0992181084,Vest|Áo khoác,low,Cần Thơ,2024-05-31,Nữ,18-25
630,Khách hàng 630,customer630@email.com,0911523452,Đầm dạ hội,medium,Hà Nội,2021-12-02,Nữ,46-55
631,Khách hàng 631,customer631@email.com,0927036337,Đầm dạ hội|Quần tây,medium,TP.HCM,2022-07-05,Nữ,26-35
632,Khách hàng 632,customer632@email.com,0918572753,Áo sơ mi|Chân váy,medium,Huế,2022-06-23,Nam,26-35
633,Khách hàng 633,customer633@email.com,0986086168,Áo dài|Áo khoác,medium,Hà Nội,2021-12-08,Nam,36-45
634,Khách hàng 634,customer634@email.com,0915910667,Vest|Áo cưới|Áo dài,low,Đà Nẵng,2021-01-26,Nữ,18-25
635,Khách hàng 635,customer635@email.com,0998007006,Chân váy,low,TP.HCM,2023-05-09,Nữ,26-35
636,Khách hàng 636,customer636@email.com,0960037465,Đồ thể thao,medium,Biên Hòa,2021-09-02,Nam,46-55
637,Khách hàng 637,customer637@email.com,0919251149,Váy công sở,high,Hải Phòng,2023-08-11,Nam,18-25
638,Khách hàng 638,customer638@email.com,0936933626,Áo dài|Quần tây,medium,Hà Nội,2022-08-21,Nữ,26-35
639,Khách hàng 639,customer639@email.com,0930208677,Áo khoác|Áo cưới|Chân váy,high,TP.HCM,2021-01-14,Nữ,36-45
640,Khách hàng 640,customer640@email.com,0998221829,Áo dài|Quần tây|Đồ thể thao,high,Cần Thơ,2023-02-10,Nam,26-35
641,Khách hàng 641,customer641@email.com,0976038997,Váy công sở,high,TP.HCM,2021-05-03,Nam,18-25
642,Khách hàng 642,customer642@email.com,0965439545,Chân váy,high,Đà Nẵng,2024-12-06,Nữ,36-45
643,Khách hàng 643,customer643@email.com,0989442904,Đầm dạ hội|Váy công sở|Vest,low,Cần Thơ,2024-03-08,Nam,26-35
644,Khách hàng 644,customer644@email.com,0952688984,Váy công sở|Quần tây,low,TP.HCM,2023-07-17,Nam,36-45
645,Khách hàng 645,customer645@email.com,0932062036,Vest|Đầm dạ hội|Đồ thể thao,medium,Hà Nội,2023-07-10,Nữ,55+
646,Khách hàng 646,customer646@email.com,0951380361,Áo khoác,low,TP.HCM,2023-08-07,Nam,36-45
647,Khách hàng 647,customer647@email.com,0953995720,Đồ thể thao|Áo dài|Áo cưới,low,TP.HCM,2021-10-31,Nữ,26-35
648,Khách hàng 648,customer648@email.com,0914171767,Áo sơ mi|Đồ thể thao|Đầm dạ hội,high,Đà Nẵng,2023-04-09,Nữ,18-25
649,Khách hàng 649,customer649@email.com,0926301180,Đầm dạ hội,low,Hải Phòng,2021-01-25,Nam,18-25
650,Khách hàng 650,customer650@email.com,0988158177,Quần tây|Vest,low,Nha Trang,2024-04-15,Nam,18-25
651,Khách hàng 651,customer651@email.com,0954499873,Áo khoác|Đầm dạ hội|Vest,low,Đà Nẵng,2021-09-08,Nam,36-45
652,Khách hàng 652,customer652@email.com,0961369075,Váy công sở|Áo khoác|Áo dài,medium,Hà Nội,2024-10-31,Nữ,26-35
653,Khách hàng 653,customer653@email.com,0992423989,Đầm dạ hội|Áo dài,medium,Huế,2024-06-22,Nữ,46-55
654,Khách hàng 654,customer654@email.com,0947550897,Áo dài|Vest,low,TP.HCM,2023-02-24,Nữ,26-35
655,Khách hàng 655,customer655@email.com,0958199211,Chân váy|Áo dài|Váy công sở,medium,Đà Nẵng,2023-09-10,Nữ,26-35
656,Khách hàng 656,customer656@email.com,0913498112,Áo sơ mi|Đầm dạ hội,medium,TP.HCM,2022-10-16,Nữ,26-35
657,Khách hàng 657,customer657@email.com,0988381665,Chân váy|Quần tây,high,TP.HCM,2022-04-22,Nữ,26-35
658,Khách hàng 658,customer658@email.com,0957621071,Áo dài|Áo cưới|Váy công sở,low,Huế,2021-12-22,Nữ,36-45
659,Khách hàng 659,customer659@email.com,0985579195,Áo dài|Quần tây|Đầm dạ hội,high,Nha Trang,2022-01-21,Nữ,26-35
660,Khách hàng 660,customer660@email.com,0915095407,Áo khoác,low,Huế,2021-07-04,Nam,26-35
661,Khách hàng 661,customer661@email.com,0927514010,Đồ thể thao|Áo cưới,medium,Vũng Tàu,2022-11-29,Nữ,26-35
662,Khách hàng 662,customer662@email.com,0988733350,Đầm dạ hội,high,Hải Phòng,2024-12-14,Nữ,46-55
663,Khách hàng 663,customer663@email.com,0998870866,Quần tây,medium,Hà Nội,2023-03-22,Nam,55+
664,Khách hàng 664,customer664@email.com,0933381086,Váy công sở|Áo khoác|Quần tây,high,Cần Thơ,2024-12-19,Nữ,36-45
665,Khách hàng 665,customer665@email.com,0933535297,Đồ thể thao,medium,Cần Thơ,2023-02-14,Nam,36-45
666,Khách hàng 666,customer666@email.com,0934438599,Đồ thể thao|Váy công sở|Áo dài,medium,Nha Trang,2024-05-18,Nữ,36-45
667,Khách hàng 667,customer667@email.com,0928876833,Áo khoác,medium,TP.HCM,2022-11-10,Nữ,18-25
668,Khách hàng 668,customer668@email.com,0969945655,Quần tây,low,TP.HCM,2021-01-24,Nam,26-35
669,Khách hàng 669,customer669@email.com,0916462242,Áo dài,medium,Hà Nội,2023-03-02,Nam,26-35
670,Khách hàng 670,customer670@email.com,0960378298,Quần tây|Chân váy,high,Hải Phòng,2021-07-27,Nữ,36-45
671,Khách hàng 671,customer671@email.com,0970570772,Đầm dạ hội,high,TP.HCM,2021-05-31,Nam,26-35
672,Khách hàng 672,customer672@email.com,0955876720,Vest,high,TP.HCM,2021-12-15,Nam,55+
